age,exit,travel,dept,homeDist,edu,id,envrStf,gender,jobLvl,jobStf,marital,monthSal,pastComp,overtime,salInc,relStf,workYrs,wlBal,compYrs,lastPromYrs,currManYrs
59,No,Rarely,Research & Development,3,Bachelor,309,High,Male,1,Very High,Married,2177,3,No,17,Low,7,Better,1,0,0
37,No,Frequently,Sales,4,Master,311,Low,Male,1,Very High,Divorced,2793,4,No,17,High,13,Better,9,5,8
29,No,Frequently,Sales,1,Below College,312,Medium,Female,3,Very High,Married,7918,1,No,14,Very High,11,Better,11,4,1
35,No,Frequently,Sales,1,Bachelor,314,High,Female,3,High,Single,8789,1,No,14,Low,10,Best,10,0,8
29,Yes,Rarely,Research & Development,18,Below College,315,High,Male,1,Very High,Single,2389,1,Yes,13,High,4,Good,4,0,1
52,No,Rarely,Research & Development,2,Bachelor,316,High,Female,1,Very High,Single,3212,7,No,15,Medium,6,Good,2,2,2
42,No,Rarely,Research & Development,4,College,319,High,Male,5,Very High,Married,19232,1,No,11,Very High,22,Better,22,11,15
59,No,Rarely,Human Resources,6,College,321,Medium,Male,1,High,Married,2267,8,No,17,Very High,7,Good,2,2,2
50,No,Rarely,Sales,1,Master,323,Very High,Female,5,Very High,Divorced,19517,3,No,11,High,32,Good,7,0,6
33,Yes,Rarely,Research & Development,14,Bachelor,325,High,Male,1,Very High,Married,2436,5,Yes,13,High,8,Bad,5,0,4
43,No,Rarely,Sales,16,Bachelor,327,Very High,Female,4,Very High,Married,16064,5,Yes,22,High,22,Better,17,1,9
33,Yes,Rarely,Research & Development,2,College,328,Low,Female,1,Low,Married,2707,7,No,20,Low,13,Best,9,1,7
52,No,None,Sales,2,Master,329,Low,Male,5,High,Single,19068,1,Yes,18,Very High,33,Best,33,15,12
32,No,Rarely,Sales,4,College,330,High,Female,1,Medium,Married,3931,2,No,11,Low,6,Better,4,1,2
32,Yes,Rarely,Research & Development,1,Bachelor,331,Very High,Male,1,High,Single,3730,0,Yes,14,Very High,4,Bad,3,1,2
39,No,Rarely,Research & Development,1,Master,332,High,Female,1,High,Divorced,2232,7,No,14,High,7,Better,3,1,2
32,No,None,Sales,26,Master,333,High,Male,2,Very High,Married,4465,0,No,18,Low,4,Better,3,2,2
41,No,Rarely,Research & Development,19,College,334,High,Male,2,Low,Divorced,3072,2,No,16,Low,17,Good,1,0,0
40,No,Rarely,Research & Development,24,College,335,Low,Male,2,Very High,Divorced,3319,1,No,17,Low,9,Better,9,4,7
45,No,Rarely,Research & Development,1,Bachelor,336,High,Male,5,Very High,Married,19202,0,No,11,High,25,Better,24,1,7
31,No,Frequently,Research & Development,3,Master,337,Medium,Male,3,High,Divorced,13675,9,No,12,Low,9,Better,2,2,2
33,No,Rarely,Research & Development,5,Master,338,High,Female,1,Very High,Married,2911,1,No,13,High,2,Good,2,0,2
34,No,Rarely,Research & Development,2,Master,339,Very High,Male,2,Low,Married,5957,6,No,13,Medium,13,Better,11,5,9
37,No,Rarely,Research & Development,1,College,340,High,Female,1,Low,Married,3920,2,No,14,Low,17,Good,3,0,2
45,No,Frequently,Research & Development,7,Master,341,Low,Male,2,High,Married,6434,4,No,17,Very High,9,Better,3,0,2
37,Yes,Frequently,Research & Development,10,Bachelor,342,Low,Male,3,High,Divorced,10048,6,No,11,Medium,17,Better,1,0,0
39,No,Frequently,Research & Development,2,Master,343,High,Female,3,High,Single,10938,0,No,25,Very High,20,Better,19,11,8
29,No,Rarely,Research & Development,15,Bachelor,346,High,Male,1,Very High,Single,2340,1,No,19,Low,6,Better,6,1,5
42,No,Rarely,Research & Development,17,College,347,Very High,Female,2,Low,Single,6545,3,Yes,13,High,10,Better,3,0,2
29,No,Rarely,Sales,20,College,349,Very High,Male,2,Very High,Divorced,6931,2,No,14,Very High,10,Better,3,0,2
25,No,Rarely,Research & Development,1,Bachelor,350,Low,Female,2,High,Married,4898,0,No,12,Very High,5,Better,4,1,2
42,No,Rarely,Research & Development,2,Bachelor,351,Very High,Female,1,Low,Divorced,2593,0,Yes,11,High,10,Better,9,7,8
40,No,Rarely,Research & Development,2,College,352,Low,Male,5,High,Divorced,19436,0,No,19,Very High,22,Better,21,3,9
51,No,Rarely,Research & Development,1,Bachelor,353,High,Male,1,Very High,Married,2723,1,No,11,Medium,1,Good,1,0,0
31,Yes,Frequently,Research & Development,29,College,355,High,Male,1,Medium,Single,3479,0,No,11,Medium,6,Best,5,1,4
32,No,Frequently,Research & Development,7,Bachelor,359,Medium,Male,1,Medium,Married,2794,1,No,20,High,5,Bad,5,0,3
38,No,None,Sales,2,College,361,Very High,Male,2,Very High,Married,5249,3,No,18,Very High,13,Better,8,7,5
32,No,Rarely,Research & Development,2,Below College,362,Very High,Male,2,Low,Single,2176,4,No,13,Very High,9,Better,6,0,4
46,No,Rarely,Sales,2,Bachelor,363,High,Female,4,Medium,Married,16872,3,Yes,12,Medium,28,Good,7,7,7
28,Yes,Rarely,Research & Development,2,Master,364,Low,Male,1,High,Single,3485,2,No,11,High,5,Bad,0,0,0
29,No,Rarely,Sales,2,Bachelor,366,Low,Male,2,Medium,Married,6644,2,No,19,Medium,10,Better,0,0,0
31,No,Rarely,Research & Development,23,Bachelor,367,Medium,Male,2,Very High,Married,5582,0,No,21,Medium,10,Better,9,7,8
25,No,None,Research & Development,5,College,369,Medium,Male,2,Low,Divorced,4000,1,No,12,Very High,6,Better,6,1,5
45,No,Rarely,Research & Development,20,College,372,High,Male,4,Very High,Married,13496,0,Yes,14,Medium,21,Better,20,4,10
36,No,Rarely,Research & Development,6,Bachelor,373,Very High,Male,1,Very High,Married,3210,0,No,11,High,16,Better,15,10,11
55,No,Rarely,Research & Development,1,Bachelor,374,Very High,Male,5,Low,Single,19045,0,Yes,14,High,37,Better,36,4,13
47,Yes,None,Research & Development,29,Master,376,Low,Male,3,Medium,Married,11849,1,Yes,12,Very High,10,Good,10,9,9
28,No,Rarely,Research & Development,9,Bachelor,377,Very High,Male,1,Very High,Married,2070,1,No,23,Very High,5,Good,5,0,4
37,No,Rarely,Sales,6,Master,378,High,Male,2,Very High,Married,6502,4,No,14,Medium,7,Best,5,0,1
21,No,Rarely,Research & Development,3,College,379,Very High,Male,1,High,Single,3230,1,No,17,Low,3,Best,3,1,0
37,No,None,Research & Development,1,Master,380,Low,Female,3,Very High,Divorced,13603,2,Yes,18,Low,15,Better,5,0,2
35,No,Rarely,Research & Development,22,Bachelor,381,Medium,Female,3,Medium,Divorced,11996,7,No,18,Medium,10,Good,7,6,2
38,No,Rarely,Sales,7,College,382,Low,Female,2,Low,Divorced,5605,1,Yes,24,High,8,Better,8,7,7
26,No,Frequently,Research & Development,1,Bachelor,384,High,Female,2,Medium,Divorced,6397,1,No,20,Low,6,Bad,6,1,4
50,No,Rarely,Research & Development,4,Below College,385,Low,Male,5,Medium,Divorced,19144,3,No,14,Low,28,Good,10,1,6
53,No,Rarely,Research & Development,3,Master,386,High,Male,4,High,Married,17584,3,Yes,16,Very High,21,Good,5,1,3
42,No,Rarely,Sales,1,Below College,387,Medium,Male,2,High,Married,4907,1,No,25,High,20,Better,20,11,6
29,No,Frequently,Sales,2,College,388,Medium,Male,2,Very High,Single,4554,1,No,18,Low,10,Good,10,0,9
55,No,Rarely,Research & Development,20,College,389,Medium,Male,2,Very High,Married,5415,3,Yes,19,Very High,12,Better,10,0,8
26,No,Frequently,Research & Development,11,College,390,Low,Male,2,Low,Married,4741,1,Yes,13,High,5,Better,5,3,3
37,No,Rarely,Research & Development,1,Bachelor,391,Very High,Female,1,Very High,Single,2115,1,No,12,Medium,17,Better,17,5,7
44,Yes,Frequently,Research & Development,24,Bachelor,392,Very High,Male,1,High,Divorced,3161,3,Yes,22,Very High,19,Bad,1,0,0
38,No,Rarely,Research & Development,23,Master,393,Very High,Male,2,Very High,Divorced,5745,9,No,14,Medium,10,Better,2,1,2
26,Yes,Rarely,Research & Development,16,Master,394,Low,Male,1,Medium,Divorced,2373,2,Yes,13,Very High,5,Better,3,0,2
28,No,Rarely,Research & Development,8,College,395,Very High,Female,1,Very High,Single,3310,1,No,21,Very High,5,Better,5,0,2
49,No,Frequently,Research & Development,10,Master,396,High,Female,5,Low,Single,18665,9,Yes,11,Very High,22,Better,3,1,2
36,No,Rarely,Research & Development,3,Bachelor,397,High,Male,2,Medium,Single,4485,4,No,12,Very High,10,Better,8,7,7
31,No,Frequently,Sales,5,Bachelor,399,Very High,Female,1,Medium,Divorced,2789,1,No,11,High,2,Good,2,2,2
26,Yes,Rarely,Sales,4,Master,401,Very High,Male,2,Very High,Single,5828,1,Yes,12,Medium,8,Better,8,7,4
37,No,Frequently,Research & Development,9,Bachelor,403,Medium,Male,1,Very High,Married,2326,1,Yes,12,High,4,Good,4,1,2
42,No,Frequently,Sales,26,Bachelor,404,High,Female,4,Medium,Married,13525,5,No,14,Very High,23,Best,20,4,8
18,Yes,Rarely,Research & Development,3,Bachelor,405,High,Male,1,High,Single,1420,1,No,13,High,0,Better,0,0,0
35,No,Rarely,Sales,16,Bachelor,406,High,Male,3,Medium,Married,8020,0,No,15,High,12,Good,11,6,9
36,No,Frequently,Research & Development,18,Master,407,High,Male,1,Very High,Married,3688,4,No,18,Very High,4,Better,1,0,0
51,No,Rarely,Research & Development,2,Bachelor,408,Very High,Male,2,Medium,Divorced,5482,5,No,18,Very High,13,Better,4,1,2
41,No,Rarely,Sales,2,Master,410,Very High,Male,4,Medium,Single,16015,1,No,19,Medium,22,Better,22,0,4
18,No,Rarely,Sales,10,Bachelor,411,Very High,Female,1,High,Single,1200,1,No,12,Low,0,Better,0,0,0
28,No,Rarely,Research & Development,16,College,412,Medium,Male,2,Low,Single,5661,0,No,19,High,9,Better,8,0,7
31,No,Rarely,Sales,7,Bachelor,416,Medium,Male,2,Very High,Married,6929,4,No,11,Medium,10,Good,8,7,7
39,No,Rarely,Research & Development,1,Bachelor,417,High,Male,3,Very High,Divorced,9613,0,No,17,Low,19,Good,18,3,7
36,No,None,Research & Development,24,Master,419,Medium,Female,2,Medium,Married,5674,7,No,15,High,11,Better,9,0,8
32,No,Rarely,Sales,7,Bachelor,420,Very High,Male,2,High,Married,5484,1,No,14,High,13,Good,13,4,8
38,No,Rarely,Research & Development,25,College,421,Low,Female,3,Medium,Married,12061,3,No,17,High,19,Better,10,0,1
58,No,None,Research & Development,1,Master,422,Very High,Male,2,High,Divorced,5660,2,Yes,13,Very High,12,Better,5,1,2
31,No,Rarely,Research & Development,5,Master,423,High,Male,1,Very High,Married,4821,0,Yes,12,High,6,Better,5,0,3
31,No,Rarely,Human Resources,2,Bachelor,424,Low,Male,2,Low,Married,6410,3,No,12,Very High,9,Better,2,1,0
45,No,Frequently,Research & Development,7,Bachelor,425,Low,Male,3,Low,Divorced,5210,1,No,18,Low,24,Better,24,9,11
31,No,Rarely,Research & Development,2,Master,426,High,Male,1,Very High,Divorced,2695,0,Yes,18,Medium,3,Bad,2,2,2
33,No,Frequently,Research & Development,5,Master,428,Very High,Female,3,Medium,Married,11878,6,No,11,Medium,12,Better,10,8,8
39,No,Rarely,Research & Development,10,Below College,429,High,Male,4,Low,Married,17068,1,Yes,14,Very High,21,Better,21,11,10
43,No,Frequently,Research & Development,10,Master,430,High,Female,1,Very High,Single,2455,0,No,19,Low,9,Better,8,1,7
49,No,Rarely,Research & Development,1,College,431,High,Female,4,High,Single,13964,7,Yes,12,Very High,25,Better,7,0,7
52,Yes,Rarely,Research & Development,8,Master,433,High,Male,2,Medium,Married,4941,2,No,15,Low,11,Good,8,7,7
27,No,Rarely,Research & Development,5,Bachelor,434,High,Female,1,Medium,Single,2478,1,Yes,12,Medium,4,Good,4,1,2
32,No,Rarely,Sales,8,College,436,High,Female,2,Medium,Married,5228,1,Yes,11,Very High,13,Better,13,11,9
27,No,Rarely,Sales,2,Bachelor,437,Very High,Male,2,High,Single,4478,1,Yes,11,Low,5,Better,5,0,4
31,No,Rarely,Sales,7,Bachelor,438,Very High,Male,2,Very High,Divorced,7547,4,No,12,Very High,13,Better,7,1,7
32,No,Rarely,Research & Development,2,Master,439,Low,Female,2,Very High,Single,5055,7,No,16,High,10,Good,7,0,7
28,Yes,Rarely,Research & Development,2,Master,440,Low,Male,1,Very High,Married,3464,5,Yes,13,Very High,5,Good,3,2,2
30,No,Rarely,Research & Development,28,College,441,Very High,Female,2,Very High,Married,5775,1,No,13,Very High,11,Better,10,1,9
31,No,Frequently,Research & Development,7,College,442,High,Female,3,High,Married,8943,1,No,24,Low,10,Better,10,8,9
39,No,Frequently,Research & Development,7,College,444,High,Male,5,Very High,Married,19272,1,No,15,Low,21,Better,21,13,3
39,Yes,Rarely,Sales,3,College,445,Very High,Female,2,High,Married,5238,4,Yes,18,Low,12,Good,1,0,0
33,No,Frequently,Sales,10,Bachelor,446,Medium,Male,2,Very High,Single,4682,3,No,14,High,9,Good,7,0,1
47,No,Rarely,Research & Development,5,Doctor,447,Very High,Male,5,High,Married,18300,4,No,11,Medium,21,Better,3,1,1
43,No,Frequently,Research & Development,10,Master,448,High,Female,2,High,Divorced,5257,1,No,11,Medium,9,Best,9,0,0
27,No,None,Sales,1,Below College,449,High,Male,2,Medium,Married,6349,0,Yes,13,Very High,6,Better,5,1,4
54,No,Frequently,Research & Development,20,Master,450,Very High,Female,2,High,Single,4869,3,No,12,Very High,20,Good,4,0,3
43,No,Rarely,Research & Development,7,Bachelor,451,High,Female,3,Low,Married,9985,8,No,16,Low,10,Good,1,0,0
45,No,Rarely,Research & Development,8,Master,452,Very High,Male,2,Very High,Married,3697,9,No,14,Low,12,Better,10,9,8
40,No,Rarely,Sales,1,College,453,Medium,Male,2,Very High,Married,7457,2,Yes,22,High,6,Good,4,0,2
29,Yes,Rarely,Research & Development,8,Master,454,Medium,Male,1,Low,Married,2119,1,Yes,11,Very High,7,Good,7,0,7
29,No,Rarely,Research & Development,9,Doctor,455,Medium,Male,1,Very High,Single,3983,0,No,17,High,4,Better,3,2,2
30,No,Rarely,Sales,5,Bachelor,456,Very High,Female,2,High,Divorced,6118,1,No,13,High,10,Better,10,1,2
27,No,Rarely,Sales,8,Master,458,Medium,Female,2,Medium,Married,6214,1,No,18,Low,8,Better,8,0,7
37,No,Rarely,Research & Development,5,College,460,Very High,Male,2,Very High,Divorced,6347,7,No,16,High,8,Good,6,0,4
38,No,Rarely,Research & Development,15,College,461,High,Male,3,Very High,Divorced,11510,0,Yes,14,Medium,12,Better,11,2,9
31,No,Rarely,Research & Development,7,Master,462,High,Female,3,Very High,Single,7143,1,Yes,14,High,11,Good,11,4,10
29,No,Rarely,Sales,10,Below College,463,Very High,Female,2,Medium,Divorced,8268,1,Yes,14,Low,7,Better,7,1,7
35,No,Rarely,Research & Development,5,Master,464,High,Male,3,Medium,Single,8095,0,No,13,Very High,17,Better,16,0,13
23,No,Rarely,Research & Development,26,Below College,465,High,Male,1,Very High,Divorced,2904,1,No,12,High,4,Good,4,0,2
41,No,Rarely,Research & Development,6,Bachelor,466,Very High,Male,2,Medium,Single,6032,6,Yes,15,Very High,8,Better,5,1,2
47,No,Frequently,Sales,4,Below College,467,Medium,Male,2,High,Single,2976,3,No,19,Low,5,Better,0,0,0
42,No,Rarely,Research & Development,23,Doctor,468,Low,Female,4,Very High,Single,15992,2,No,14,Medium,16,Better,1,0,0
29,No,None,Sales,2,Bachelor,469,Very High,Male,2,High,Married,4649,1,No,14,Low,4,Good,4,0,2
42,No,Rarely,Human Resources,2,Below College,470,High,Male,1,High,Divorced,2696,0,Yes,11,High,4,Better,3,1,0
32,No,Rarely,Research & Development,2,Bachelor,471,High,Female,1,Medium,Married,2370,1,No,13,High,8,Better,8,0,7
48,No,Rarely,Sales,29,Below College,473,Low,Female,3,High,Married,12504,3,No,21,Medium,15,Bad,0,0,0
37,No,Rarely,Research & Development,6,Bachelor,474,High,Male,2,Low,Divorced,5974,4,Yes,13,Low,13,Better,7,6,7
30,No,None,Sales,25,College,475,Very High,Female,2,High,Married,4736,7,Yes,12,Medium,4,Best,2,2,2
26,No,Rarely,Sales,1,Bachelor,476,High,Male,2,High,Married,5296,1,No,17,Medium,8,Better,8,7,7
42,No,Rarely,Research & Development,2,Master,477,Low,Male,2,Very High,Single,6781,3,No,23,Medium,14,Better,1,0,0
21,Yes,Frequently,Sales,1,Below College,478,Low,Female,1,Medium,Single,2174,1,Yes,11,High,3,Better,3,1,2
36,No,None,Sales,1,Doctor,479,Very High,Female,2,Very High,Single,6653,4,No,15,Medium,7,Better,1,0,0
36,No,Frequently,Sales,3,Master,481,Low,Male,3,Very High,Married,9699,4,No,11,Low,16,Better,13,1,12
57,No,Rarely,Research & Development,1,Master,482,Very High,Male,2,High,Married,6755,2,No,11,High,15,Better,3,1,2
40,No,Rarely,Research & Development,10,Master,483,Very High,Female,1,High,Married,2213,3,Yes,13,High,10,Better,7,1,7
21,No,None,Sales,9,College,484,Low,Male,1,Very High,Single,2610,1,No,24,High,3,Good,3,2,2
33,Yes,Rarely,Sales,5,Bachelor,485,Very High,Female,1,High,Single,2851,1,Yes,13,Medium,1,Better,1,0,0
37,No,Rarely,Research & Development,10,Bachelor,486,High,Female,1,Low,Married,3452,6,No,20,Medium,17,Better,5,0,3
46,No,None,Research & Development,7,Master,487,High,Female,2,High,Married,5258,2,No,14,High,7,Best,1,0,0
41,Yes,Frequently,Sales,4,Bachelor,488,Low,Male,2,Medium,Single,9355,1,No,18,High,8,Better,8,7,7
50,No,Rarely,Research & Development,10,Bachelor,491,Very High,Male,3,Very High,Single,10496,6,No,15,Very High,20,Better,4,1,3
40,Yes,Rarely,Sales,22,College,492,High,Male,2,High,Married,6380,2,Yes,12,Low,8,Better,6,1,0
31,No,Rarely,Research & Development,9,Master,493,High,Male,1,Medium,Single,2657,0,Yes,16,Very High,3,Better,2,2,2
21,Yes,Rarely,Sales,12,Bachelor,494,High,Female,1,Medium,Single,2716,1,No,15,Very High,1,Better,1,0,0
29,No,Rarely,Research & Development,23,Bachelor,495,Very High,Male,1,Very High,Single,2201,9,No,16,Very High,6,Better,3,1,2
35,No,Rarely,Research & Development,9,Master,496,High,Male,2,Medium,Single,6540,9,No,19,High,10,Better,1,0,0
27,No,Rarely,Research & Development,1,College,497,Very High,Male,1,Medium,Divorced,3816,1,No,11,Medium,5,Better,5,0,4
28,No,Rarely,Sales,9,Master,498,Medium,Male,2,Very High,Single,5253,1,No,16,Very High,7,Better,7,0,7
49,No,Rarely,Research & Development,7,Bachelor,499,Medium,Male,3,High,Single,10965,8,No,24,High,26,Better,5,0,0
51,No,Rarely,Sales,14,College,500,High,Female,2,Very High,Married,4936,4,No,11,High,18,Good,7,0,7
36,No,Rarely,Research & Development,2,Bachelor,501,Very High,Female,1,High,Married,2543,4,No,13,Medium,6,Better,2,2,2
34,Yes,None,Sales,19,Bachelor,502,Low,Male,2,Very High,Single,5304,8,Yes,13,Medium,9,Good,5,0,4
55,No,Rarely,Research & Development,2,Bachelor,505,High,Female,4,Very High,Single,16659,2,Yes,13,High,30,Better,5,1,2
24,No,Rarely,Sales,10,Master,507,Very High,Female,2,High,Divorced,4260,1,Yes,12,Very High,5,Best,5,0,3
30,No,Rarely,Sales,2,Below College,508,High,Male,1,Medium,Married,2476,1,No,18,Low,1,Better,1,0,0
26,Yes,Frequently,Research & Development,3,Below College,510,High,Male,1,Low,Single,3102,0,No,22,High,7,Better,6,0,4
22,No,Rarely,Research & Development,11,Bachelor,511,Low,Female,1,Medium,Married,2244,1,No,13,Very High,2,Better,2,1,2
36,No,Rarely,Sales,2,College,513,Medium,Male,3,High,Married,7596,1,No,13,Medium,10,Better,10,9,0
30,Yes,Frequently,Research & Development,4,Bachelor,514,High,Male,1,Very High,Single,2285,9,Yes,23,High,3,Better,1,0,0
37,No,Rarely,Research & Development,14,Bachelor,515,Very High,Female,1,Low,Divorced,3034,1,No,12,High,18,Good,18,12,17
40,No,Rarely,Sales,2,College,516,Very High,Female,2,Medium,Divorced,5715,7,No,12,High,8,Better,5,1,3
42,No,Rarely,Research & Development,1,Master,517,Medium,Female,1,Low,Divorced,2576,3,No,16,Medium,8,Better,5,1,2
37,No,Rarely,Research & Development,10,Master,518,High,Male,2,Medium,Single,4197,2,Yes,12,Very High,18,Good,1,0,1
43,No,Rarely,Research & Development,12,Bachelor,520,Low,Male,4,Medium,Divorced,14336,1,No,11,High,25,Better,25,3,9
40,No,Rarely,Research & Development,2,Bachelor,521,Medium,Female,2,High,Married,3448,6,No,22,Medium,20,Better,1,0,0
54,No,Rarely,Research & Development,5,College,522,Low,Male,5,Low,Married,19406,4,No,11,High,24,Good,4,1,2
34,No,None,Sales,4,Master,523,High,Female,2,High,Married,6538,9,No,15,Low,6,Better,3,1,2
31,No,Rarely,Research & Development,7,College,524,Medium,Female,2,Low,Married,4306,1,No,12,Medium,13,Bad,13,3,12
43,No,Frequently,Research & Development,21,Bachelor,525,Very High,Male,1,Very High,Married,2258,7,No,20,Low,8,Better,3,1,2
43,No,Rarely,Research & Development,8,Master,526,High,Female,2,High,Divorced,4522,4,Yes,14,Very High,8,Better,5,0,2
25,No,Rarely,Sales,4,College,527,Medium,Female,2,Very High,Single,4487,1,Yes,11,Medium,5,Better,5,1,3
37,No,None,Research & Development,25,Doctor,529,Medium,Female,2,High,Married,4449,3,Yes,15,Low,15,Better,13,10,7
31,No,Rarely,Research & Development,1,College,530,Very High,Male,1,Low,Married,2218,1,No,12,High,4,Better,4,3,2
39,No,Frequently,Research & Development,1,Below College,531,Medium,Male,5,High,Divorced,19197,1,Yes,14,High,21,Better,21,1,6
56,No,Frequently,Sales,6,Bachelor,532,High,Female,4,Low,Married,13212,9,No,11,Very High,36,Good,7,7,7
30,No,Rarely,Sales,12,Bachelor,533,Medium,Female,2,High,Single,6577,0,No,11,Medium,6,Better,5,4,4
41,No,Rarely,Sales,1,Bachelor,534,Medium,Male,3,Low,Married,8392,1,No,16,High,10,Better,10,0,7
28,No,Rarely,Research & Development,17,College,536,High,Male,2,Low,Divorced,4558,1,No,12,Very High,10,Better,10,1,8
25,Yes,Rarely,Research & Development,3,Bachelor,538,Low,Male,1,Low,Married,4031,5,No,13,High,6,Better,2,0,2
52,No,Rarely,Research & Development,3,Bachelor,543,Very High,Male,3,High,Married,7969,2,Yes,14,High,28,Better,5,0,4
45,No,Rarely,Research & Development,10,College,544,Low,Male,1,Very High,Married,2654,3,No,21,Very High,8,Good,2,0,2
52,No,Rarely,Research & Development,4,College,546,Very High,Female,4,Very High,Married,16555,2,No,13,Very High,31,Bad,5,1,4
42,No,Frequently,Research & Development,29,College,547,Low,Female,2,High,Divorced,4556,2,No,11,Medium,19,Better,5,0,2
30,No,Rarely,Research & Development,2,Bachelor,548,High,Female,2,Very High,Single,6091,2,No,20,High,11,Better,5,0,2
60,No,Rarely,Research & Development,7,Bachelor,549,Low,Female,5,Low,Married,19566,5,No,11,Very High,33,Bad,29,11,10
46,No,Rarely,Research & Development,18,Bachelor,550,High,Female,2,High,Divorced,4810,2,No,14,High,19,Good,10,0,8
42,No,Frequently,Research & Development,28,Master,551,Very High,Female,2,Very High,Married,4523,0,No,11,Very High,7,Best,6,0,4
24,Yes,Rarely,Sales,1,Below College,554,Low,Female,1,Medium,Single,3202,1,Yes,16,Medium,6,Better,5,1,4
34,Yes,Frequently,Sales,6,College,555,Very High,Female,1,High,Divorced,2351,0,No,16,Very High,3,Good,2,1,0
38,No,Frequently,Research & Development,2,College,556,Very High,Male,1,Very High,Married,1702,1,Yes,23,High,1,Better,1,0,0
40,No,Rarely,Sales,2,Master,558,High,Female,5,High,Married,18041,0,No,14,Very High,21,Better,20,1,12
26,No,Rarely,Research & Development,23,Bachelor,560,Low,Female,1,Very High,Divorced,2886,1,No,22,Medium,3,Bad,3,0,2
30,No,None,Research & Development,3,Bachelor,562,High,Male,1,Very High,Married,2097,4,No,15,High,9,Bad,5,1,4
29,No,Rarely,Research & Development,3,Master,564,Medium,Male,3,High,Married,11935,1,No,18,High,10,Better,10,0,7
29,Yes,Rarely,Research & Development,25,Doctor,565,High,Female,1,Medium,Married,2546,5,No,16,Medium,6,Best,2,1,1
19,Yes,Rarely,Human Resources,2,College,566,Low,Male,1,Very High,Single,2564,1,No,12,High,1,Best,1,0,0
30,No,None,Sales,22,Master,567,High,Female,3,Low,Married,8412,0,No,11,High,10,Better,9,7,8
57,No,Rarely,Sales,29,Bachelor,568,Low,Male,4,Very High,Divorced,14118,3,No,12,High,32,Good,1,0,0
50,No,Rarely,Research & Development,29,Master,569,Medium,Male,4,High,Married,17046,0,No,15,Medium,28,Better,27,15,7
30,No,None,Research & Development,2,Bachelor,571,High,Female,1,Very High,Single,2564,0,No,14,High,12,Good,11,6,7
60,No,Frequently,Sales,28,Bachelor,573,High,Female,3,Low,Married,10266,4,No,19,Very High,22,Best,18,13,11
47,No,Rarely,Research & Development,2,College,574,Low,Female,2,Very High,Divorced,5070,5,No,13,High,20,Better,5,0,4
46,No,Rarely,Research & Development,2,Bachelor,575,Low,Male,4,High,Married,17861,6,No,13,High,26,Bad,3,0,1
35,No,Rarely,Research & Development,22,Bachelor,577,Very High,Male,1,High,Single,4230,0,No,15,High,6,Better,5,4,3
54,No,Rarely,Research & Development,8,Master,578,High,Female,2,High,Single,3780,7,No,11,High,19,Better,1,0,0
34,No,Rarely,Research & Development,2,Master,579,Very High,Male,1,High,Divorced,2768,3,No,12,High,14,Better,7,5,7
46,No,Rarely,Sales,10,Bachelor,580,High,Female,3,Very High,Married,9071,2,Yes,19,High,15,Better,3,1,2
31,No,Rarely,Research & Development,9,Below College,581,High,Male,3,Medium,Divorced,10648,1,No,25,Very High,13,Best,13,0,8
33,Yes,Rarely,Research & Development,15,Below College,582,Medium,Male,3,High,Married,13610,7,Yes,12,Very High,15,Best,7,7,7
33,Yes,Rarely,Research & Development,10,Below College,584,Low,Male,1,Very High,Divorced,3408,7,No,13,Low,8,Better,4,1,3
30,No,Rarely,Sales,7,Below College,585,Very High,Male,1,Medium,Single,2983,0,No,14,Low,4,Better,3,1,2
35,No,Rarely,Research & Development,16,Bachelor,586,Very High,Male,3,High,Married,7632,4,Yes,12,High,10,Better,8,0,0
31,Yes,Frequently,Research & Development,20,Bachelor,587,Low,Male,3,High,Married,9824,3,No,12,Low,12,Better,1,0,0
34,Yes,Frequently,Human Resources,23,Bachelor,590,Medium,Female,3,Low,Divorced,9950,9,Yes,15,High,11,Better,3,0,2
42,No,Frequently,Research & Development,5,College,591,Medium,Male,1,High,Married,2093,4,No,17,Very High,8,Better,2,2,0
36,No,None,Sales,10,Master,592,Medium,Male,3,Very High,Single,9980,1,No,14,Very High,10,Good,10,9,7
22,Yes,Frequently,Research & Development,4,Below College,593,High,Male,1,High,Single,3894,5,No,16,High,4,Better,2,1,2
48,No,Rarely,Sales,2,Doctor,595,Medium,Female,2,Very High,Married,4051,2,No,14,Low,14,Better,9,6,7
55,No,Rarely,Sales,18,Doctor,597,Low,Female,4,Medium,Single,16835,3,No,23,Very High,37,Better,10,7,7
41,No,None,Sales,10,College,599,Very High,Male,2,Very High,Single,6230,7,No,14,Very High,16,Better,14,1,10
35,No,Rarely,Sales,1,Bachelor,600,Medium,Male,2,High,Married,4717,9,No,11,High,15,Better,11,6,9
40,No,Rarely,Research & Development,6,Bachelor,601,Medium,Female,4,High,Single,13237,7,No,15,High,22,Better,20,5,13
39,No,Frequently,Research & Development,8,Below College,602,High,Female,1,High,Married,3755,1,No,11,Low,8,Better,8,0,7
31,No,Rarely,Sales,2,Below College,604,Medium,Male,2,Very High,Single,6582,4,Yes,13,High,10,Best,6,0,5
42,No,Rarely,Research & Development,24,Bachelor,605,Very High,Male,3,Low,Married,7406,1,Yes,21,Very High,10,Good,10,5,8
